Unique_ID,Protein.Accession,Gene,Protein.Full.Name,Entry,Entry.name,Status,Protein.names,Gene.names,Organism,Gene.ontology.GO,Gene.ontology.IDs,ID,Protein.Accession1
Spis_Protein5068,A0A2B4T0H5,Unc13b,Protein unc-13-like B,A0A2B4T0H5,A0A2B4T0H5_STYPI,unreviewed,Protein unc-13-like B,Unc13b AWC38_SpisGene163,Stylophora pistillata (Smooth cauliflower coral),synapse [GO:0045202]; calcium ion binding [GO:0005509]; diacylglycerol binding [GO:0019992]; phospholipid binding [GO:0005543]; chemical synaptic transmission [GO:0007268]; intracellular signal transduction [GO:0035556],GO:0005509; GO:0005543; GO:0007268; GO:0019992; GO:0035556; GO:0045202,A0A2B4T0H5,A0A2B4T0H5
Spis_Protein5069,A0A2B4T0I7,AWC38_SpisGene15,Uncharacterized protein,A0A2B4T0I7,A0A2B4T0I7_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene15,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0I7,A0A2B4T0I7
Spis_Protein5070,A0A2B4T0I9,CNN1,Calponin-1,A0A2B4T0I9,A0A2B4T0I9_STYPI,unreviewed,Calponin-1,CNN1 AWC38_SpisGene956,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0I9,A0A2B4T0I9
Spis_Protein5071,A0A2B4T0J0,DAK,Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (Cyclizing),A0A2B4T0J0,A0A2B4T0J0_STYPI,unreviewed,ATP-dependent dihydroxyacetone kinase (EC 4.6.1.15) (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)) (FAD-AMP lyase (cyclic FMN forming)) (FAD-AMP lyase (cyclizing)) (FMN cyclase) (Glycerone kinase) (Triokinase) (Triokinase/FMN cyclase) (Triose kinase),DAK AWC38_SpisGene229,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; FAD-AMP lyase (cyclizing) activity [GO:0034012]; glycerone kinase activity [GO:0004371]; glycerol metabolic process [GO:0006071],GO:0004371; GO:0005524; GO:0006071; GO:0034012,A0A2B4T0J0,A0A2B4T0J0
Spis_Protein5072,A0A2B4T0J2,TIMP4,Metalloproteinase inhibitor 4,A0A2B4T0J2,A0A2B4T0J2_STYPI,unreviewed,Metalloproteinase inhibitor 4,TIMP4 AWC38_SpisGene854,Stylophora pistillata (Smooth cauliflower coral),extracellular region [GO:0005576]; metalloendopeptidase inhibitor activity [GO:0008191],GO:0005576; GO:0008191,A0A2B4T0J2,A0A2B4T0J2
Spis_Protein5073,A0A2B4T0J3,IYD,Iodotyrosine dehalogenase 1,A0A2B4T0J3,A0A2B4T0J3_STYPI,unreviewed,Iodotyrosine dehalogenase 1,IYD AWC38_SpisGene466,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491],GO:0016021; GO:0016491,A0A2B4T0J3,A0A2B4T0J3
Spis_Protein5074,A0A2B4T0J7,Pex11a,Peroxisomal membrane protein 11A,A0A2B4T0J7,A0A2B4T0J7_STYPI,unreviewed,Peroxisomal membrane protein 11A,Pex11a AWC38_SpisGene115,Stylophora pistillata (Smooth cauliflower coral),integral component of peroxisomal membrane [GO:0005779]; peroxisome fission [GO:0016559],GO:0005779; GO:0016559,A0A2B4T0J7,A0A2B4T0J7
Spis_Protein5075,A0A2B4T0K1,pam-a,Peptidyl-glycine alpha-amidating monooxygenase A,A0A2B4T0K1,A0A2B4T0K1_STYPI,unreviewed,Peptidyl-glycine alpha-amidating monooxygenase A,pam-a AWC38_SpisGene148,Stylophora pistillata (Smooth cauliflower coral),transport vesicle membrane [GO:0030658]; copper ion binding [GO:0005507]; peptidylamidoglycolate lyase activity [GO:0004598]; peptidylglycine monooxygenase activity [GO:0004504]; peptide metabolic process [GO:0006518],GO:0004504; GO:0004598; GO:0005507; GO:0006518; GO:0030658,A0A2B4T0K1,A0A2B4T0K1
Spis_Protein5076,A0A2B4T0K2,mat2b,Methionine adenosyltransferase 2 subunit beta,A0A2B4T0K2,A0A2B4T0K2_STYPI,unreviewed,Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta),mat2b AWC38_SpisGene745,Stylophora pistillata (Smooth cauliflower coral),transferase activity [GO:0016740]; S-adenosylmethionine biosynthetic process [GO:0006556],GO:0006556; GO:0016740,A0A2B4T0K2,A0A2B4T0K2
Spis_Protein5077,A0A2B4T0K4,Bend3,BEN domain-containing protein 3,A0A2B4T0K4,A0A2B4T0K4_STYPI,unreviewed,BEN domain-containing protein 3,Bend3 AWC38_SpisGene850,Stylophora pistillata (Smooth cauliflower coral),nuclear heterochromatin [GO:0005720]; DNA binding [GO:0003677]; rDNA heterochromatin assembly [GO:0000183],GO:0000183; GO:0003677; GO:0005720,A0A2B4T0K4,A0A2B4T0K4
Spis_Protein5078,A0A2B4T0L0,CRKL,Crk-like protein,A0A2B4T0L0,A0A2B4T0L0_STYPI,unreviewed,Crk-like protein,CRKL AWC38_SpisGene907,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0L0,A0A2B4T0L0
Spis_Protein5079,A0A2B4T0L1,DMBT1,Deleted in malignant brain tumors 1 protein,A0A2B4T0L1,A0A2B4T0L1_STYPI,unreviewed,Deleted in malignant brain tumors 1 protein,DMBT1 AWC38_SpisGene73,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; scavenger receptor activity [GO:0005044],GO:0005044; GO:0016021,A0A2B4T0L1,A0A2B4T0L1
Spis_Protein5080,A0A2B4T0L2,CHDC2,Calponin-likey domain-containing protein 2,A0A2B4T0L2,A0A2B4T0L2_STYPI,unreviewed,Calponin-likey domain-containing protein 2,CHDC2 AWC38_SpisGene434,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0L2,A0A2B4T0L2
Spis_Protein5081,A0A2B4T0L3,AWC38_SpisGene741,Uncharacterized protein,A0A2B4T0L3,A0A2B4T0L3_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene741,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0L3,A0A2B4T0L3
Spis_Protein5082,A0A2B4T0L4,magt1,Magnesium transporter protein 1,A0A2B4T0L4,A0A2B4T0L4_STYPI,unreviewed,Magnesium transporter protein 1,magt1 AWC38_SpisGene866,Stylophora pistillata (Smooth cauliflower coral),endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; sarcoglycan complex [GO:0016012]; sarcolemma [GO:0042383],GO:0005789; GO:0016012; GO:0016021; GO:0042383,A0A2B4T0L4,A0A2B4T0L4
Spis_Protein5083,A0A2B4T0L9,TAGLN2,Transgelin,A0A2B4T0L9,A0A2B4T0L9_STYPI,unreviewed,Transgelin,TAGLN2 AWC38_SpisGene958,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0L9,A0A2B4T0L9
Spis_Protein5084,A0A2B4T0M3,PDS5B,Sister chromatid cohesion protein PDS5-like B,A0A2B4T0M3,A0A2B4T0M3_STYPI,unreviewed,Sister chromatid cohesion protein PDS5-like B,PDS5B AWC38_SpisGene862,Stylophora pistillata (Smooth cauliflower coral),nucleus [GO:0005634]; cell division [GO:0051301]; mitotic sister chromatid cohesion [GO:0007064],GO:0005634; GO:0007064; GO:0051301,A0A2B4T0M3,A0A2B4T0M3
Spis_Protein5085,A0A2B4T0N3,Ube2k,Ubiquitin-conjugating enzyme E2 K,A0A2B4T0N3,A0A2B4T0N3_STYPI,unreviewed,Ubiquitin-conjugating enzyme E2 K,Ube2k AWC38_SpisGene775,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; transferase activity [GO:0016740],GO:0005524; GO:0016740,A0A2B4T0N3,A0A2B4T0N3
Spis_Protein5086,A0A2B4T0P6,Nudt15,Putative 8-oxo-dGTP diphosphatase NUDT15,A0A2B4T0P6,A0A2B4T0P6_STYPI,unreviewed,Putative 8-oxo-dGTP diphosphatase NUDT15,Nudt15 AWC38_SpisGene189,Stylophora pistillata (Smooth cauliflower coral),hydrolase activity [GO:0016787],GO:0016787,A0A2B4T0P6,A0A2B4T0P6
Spis_Protein5087,A0A2B4T0Q2,cfa,Cyclopropane-fatty-acyl-phospholipid synthase,A0A2B4T0Q2,A0A2B4T0Q2_STYPI,unreviewed,Cyclopropane-fatty-acyl-phospholipid synthase,cfa AWC38_SpisGene55,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4T0Q2,A0A2B4T0Q2
Spis_Protein5088,A0A2B4T0Q4,AMDHD2,N-acetylglucosamine-6-phosphate deacetylase,A0A2B4T0Q4,A0A2B4T0Q4_STYPI,unreviewed,N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25),AMDHD2 AWC38_SpisGene830,Stylophora pistillata (Smooth cauliflower coral),metal ion binding [GO:0046872]; N-acetylgalactosamine-6-phosphate deacetylase activity [GO:0047419]; N-acetylglucosamine-6-phosphate deacetylase activity [GO:0008448]; carbohydrate metabolic process [GO:0005975]; N-acetylglucosamine metabolic process [GO:0006044],GO:0005975; GO:0006044; GO:0008448; GO:0046872; GO:0047419,A0A2B4T0Q4,A0A2B4T0Q4
Spis_Protein5089,A0A2B4T0Q8,Nek1,Serine/threonine-protein kinase Nek1,A0A2B4T0Q8,A0A2B4T0Q8_STYPI,unreviewed,Serine/threonine-protein kinase Nek1,Nek1 AWC38_SpisGene751,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; protein kinase activity [GO:0004672],GO:0004672; GO:0005524,A0A2B4T0Q8,A0A2B4T0Q8
Spis_Protein5090,A0A2B4T0R2,CLPTM1,Cleft lip and palate transmembrane protein 1-like,A0A2B4T0R2,A0A2B4T0R2_STYPI,unreviewed,Cleft lip and palate transmembrane protein 1-like,CLPTM1 AWC38_SpisGene212,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4T0R2,A0A2B4T0R2
Spis_Protein5091,A0A2B4T0R4,epi-1,Laminin-like protein epi-1,A0A2B4T0R4,A0A2B4T0R4_STYPI,unreviewed,Laminin-like protein epi-1,epi-1 AWC38_SpisGene598,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0R4,A0A2B4T0R4
Spis_Protein5092,A0A2B4T0S0,ITPR1,"Inositol 1,4,5-trisphosphate receptor type 1",A0A2B4T0S0,A0A2B4T0S0_STYPI,unreviewed,"Inositol 1,4,5-trisphosphate receptor type 1",ITPR1 AWC38_SpisGene812,Stylophora pistillata (Smooth cauliflower coral),"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; inositol 1,4,5 trisphosphate binding [GO:0070679]; inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity [GO:0005220]",GO:0005220; GO:0005789; GO:0016021; GO:0070679,A0A2B4T0S0,A0A2B4T0S0
Spis_Protein5093,A0A2B4T0S9,prps2,Ribose-phosphate pyrophosphokinase 2,A0A2B4T0S9,A0A2B4T0S9_STYPI,unreviewed,Ribose-phosphate diphosphokinase (EC 2.7.6.1),prps2 AWC38_SpisGene768,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; nucleoside metabolic process [GO:0009116]; nucleotide biosynthetic process [GO:0009165]; ribonucleoside monophosphate biosynthetic process [GO:0009156],GO:0000287; GO:0004749; GO:0005524; GO:0006015; GO:0009116; GO:0009156; GO:0009165; GO:0016301,A0A2B4T0S9,A0A2B4T0S9
Spis_Protein5094,A0A2B4T0T2,AP3B2,AP-3 complex subunit beta-2,A0A2B4T0T2,A0A2B4T0T2_STYPI,unreviewed,AP-3 complex subunit beta-2,AP3B2 AWC38_SpisGene622,Stylophora pistillata (Smooth cauliflower coral),membrane coat [GO:0030117]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],GO:0006886; GO:0016192; GO:0030117,A0A2B4T0T2,A0A2B4T0T2
Spis_Protein5095,A0A2B4T0U2,lamc1,Laminin subunit gamma-1,A0A2B4T0U2,A0A2B4T0U2_STYPI,unreviewed,Laminin subunit gamma-1,lamc1 AWC38_SpisGene315,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0U2,A0A2B4T0U2
Spis_Protein5096,A0A2B4T0V2,AWC38_SpisGene739,Uncharacterized protein,A0A2B4T0V2,A0A2B4T0V2_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene739,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0V2,A0A2B4T0V2
Spis_Protein5097,A0A2B4T0W1,TSPAN3,Tetraspanin,A0A2B4T0W1,A0A2B4T0W1_STYPI,unreviewed,Tetraspanin,TSPAN3 AWC38_SpisGene344,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4T0W1,A0A2B4T0W1
Spis_Protein5098,A0A2B4T0W2,FKBP8,Peptidylprolyl isomerase,A0A2B4T0W2,A0A2B4T0W2_STYPI,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8),FKBP8 AWC38_SpisGene618,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755],GO:0003755; GO:0016021,A0A2B4T0W2,A0A2B4T0W2
Spis_Protein5099,A0A2B4T0W8,RPS6,40S ribosomal protein S6,A0A2B4T0W8,A0A2B4T0W8_STYPI,unreviewed,40S ribosomal protein S6,RPS6 AWC38_SpisGene183,Stylophora pistillata (Smooth cauliflower coral),ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],GO:0003735; GO:0005840; GO:0006412,A0A2B4T0W8,A0A2B4T0W8
Spis_Protein5100,A0A2B4T0W9,CRTC1,CREB-regulated transcription coactivator 1,A0A2B4T0W9,A0A2B4T0W9_STYPI,unreviewed,CREB-regulated transcription coactivator 1,CRTC1 AWC38_SpisGene610,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; nucleus [GO:0005634]; cAMP response element binding protein binding [GO:0008140]; positive regulation of CREB transcription factor activity [GO:0032793]; protein homotetramerization [GO:0051289],GO:0005634; GO:0005737; GO:0008140; GO:0032793; GO:0051289,A0A2B4T0W9,A0A2B4T0W9
Spis_Protein5101,A0A2B4T0X6,unc-16,JNK-interacting protein,A0A2B4T0X6,A0A2B4T0X6_STYPI,unreviewed,JNK-interacting protein,unc-16 AWC38_SpisGene766,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; MAP-kinase scaffold activity [GO:0005078],GO:0005078; GO:0005737,A0A2B4T0X6,A0A2B4T0X6
Spis_Protein5102,A0A2B4T0Y8,mfnA,L-tyrosine decarboxylase,A0A2B4T0Y8,A0A2B4T0Y8_STYPI,unreviewed,L-tyrosine decarboxylase,mfnA AWC38_SpisGene740,Stylophora pistillata (Smooth cauliflower coral),carboxy-lyase activity [GO:0016831]; pyridoxal phosphate binding [GO:0030170]; carboxylic acid metabolic process [GO:0019752],GO:0016831; GO:0019752; GO:0030170,A0A2B4T0Y8,A0A2B4T0Y8
Spis_Protein5103,A0A2B4T0Y9,lev-11,Tropomyosin isoforms a/b/d/f,A0A2B4T0Y9,A0A2B4T0Y9_STYPI,unreviewed,Tropomyosin isoforms a/b/d/f,lev-11 AWC38_SpisGene170,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T0Y9,A0A2B4T0Y9
Spis_Protein5104,A0A2B4T0Z8,lys3,"Saccharopine dehydrogenase [NAD(+), L-lysine-forming]",A0A2B4T0Z8,A0A2B4T0Z8_STYPI,unreviewed,"Saccharopine dehydrogenase [NAD(+), L-lysine-forming]",lys3 AWC38_SpisGene43,Stylophora pistillata (Smooth cauliflower coral),"saccharopine dehydrogenase (NAD+, L-lysine-forming) activity [GO:0004754]; lysine biosynthetic process [GO:0009085]",GO:0004754; GO:0009085,A0A2B4T0Z8,A0A2B4T0Z8
Spis_Protein5105,A0A2B4T104,Cog1,Conserved oligomeric Golgi complex subunit 1,A0A2B4T104,A0A2B4T104_STYPI,unreviewed,Conserved oligomeric Golgi complex subunit 1,Cog1 AWC38_SpisGene588,Stylophora pistillata (Smooth cauliflower coral),Golgi transport complex [GO:0017119]; membrane [GO:0016020]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein transport [GO:0015031],GO:0006891; GO:0015031; GO:0016020; GO:0017119,A0A2B4T104,A0A2B4T104
Spis_Protein5106,A0A2B4T115,rpe65c,Retinal Mueller cells isomerohydrolase,A0A2B4T115,A0A2B4T115_STYPI,unreviewed,Retinal Mueller cells isomerohydrolase,rpe65c AWC38_SpisGene207,Stylophora pistillata (Smooth cauliflower coral),"hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]",GO:0016702; GO:0016787; GO:0046872,A0A2B4T115,A0A2B4T115
Spis_Protein5107,A0A2B4T123,Nwd1,NACHT and WD repeat domain-containing protein 1,A0A2B4T123,A0A2B4T123_STYPI,unreviewed,NACHT and WD repeat domain-containing protein 1,Nwd1 AWC38_SpisGene869,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T123,A0A2B4T123
Spis_Protein5108,A0A2B4T125,slc30a5,Zinc transporter 5,A0A2B4T125,A0A2B4T125_STYPI,unreviewed,Zinc transporter 5,slc30a5 AWC38_SpisGene602,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]; zinc ion transport [GO:0006829],GO:0006829; GO:0008324; GO:0016021,A0A2B4T125,A0A2B4T125
Spis_Protein5109,A0A2B4T136,ptplad1,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase,A0A2B4T136,A0A2B4T136_STYPI,unreviewed,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (EC 4.2.1.134),ptplad1 AWC38_SpisGene573,Stylophora pistillata (Smooth cauliflower coral),endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; 3-hydroxy-arachidoyl-CoA dehydratase activity [GO:0102343]; 3-hydroxy-behenoyl-CoA dehydratase activity [GO:0102344]; 3-hydroxy-lignoceroyl-CoA dehydratase activity [GO:0102345]; very-long-chain 3-hydroxyacyl-CoA dehydratase activity [GO:0102158]; fatty acid biosynthetic process [GO:0006633],GO:0005789; GO:0006633; GO:0016021; GO:0102158; GO:0102343; GO:0102344; GO:0102345,A0A2B4T136,A0A2B4T136
Spis_Protein5110,A0A2B4T139,TLE1,Transducin-like enhancer protein 1,A0A2B4T139,A0A2B4T139_STYPI,unreviewed,Transducin-like enhancer protein 1,TLE1 AWC38_SpisGene141,Stylophora pistillata (Smooth cauliflower coral),"nucleus [GO:0005634]; regulation of transcription, DNA-templated [GO:0006355]",GO:0005634; GO:0006355,A0A2B4T139,A0A2B4T139
Spis_Protein5111,A0A2B4T141,EXOSC8,Exosome complex component RRP43,A0A2B4T141,A0A2B4T141_STYPI,unreviewed,Ribosomal RNA-processing protein 43,EXOSC8 AWC38_SpisGene779,Stylophora pistillata (Smooth cauliflower coral),exosome (RNase complex) [GO:0000178]; RNA catabolic process [GO:0006401]; RNA processing [GO:0006396],GO:0000178; GO:0006396; GO:0006401,A0A2B4T141,A0A2B4T141
Spis_Protein5112,A0A2B4T149,Dmbt1,Deleted in malignant brain tumors 1 protein,A0A2B4T149,A0A2B4T149_STYPI,unreviewed,Deleted in malignant brain tumors 1 protein,Dmbt1 AWC38_SpisGene76,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; scavenger receptor activity [GO:0005044],GO:0005044; GO:0016021,A0A2B4T149,A0A2B4T149
Spis_Protein5113,A0A2B4T165,WARS2,"Tryptophan--tRNA ligase, mitochondrial",A0A2B4T165,A0A2B4T165_STYPI,unreviewed,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),WARS2 AWC38_SpisGene449,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436],GO:0004830; GO:0005524; GO:0006436,A0A2B4T165,A0A2B4T165
Spis_Protein5114,A0A2B4T180,PC,Pyruvate carboxylase,A0A2B4T180,A0A2B4T180_STYPI,unreviewed,Pyruvate carboxylase (EC 6.4.1.1),PC AWC38_SpisGene241,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; biotin binding [GO:0009374]; metal ion binding [GO:0046872]; pyruvate carboxylase activity [GO:0004736]; gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090],GO:0004736; GO:0005524; GO:0006090; GO:0006094; GO:0009374; GO:0046872,A0A2B4T180,A0A2B4T180
Spis_Protein5115,A0A2B4T194,PGGT1B,Geranylgeranyl transferase type-1 subunit beta,A0A2B4T194,A0A2B4T194_STYPI,unreviewed,Geranylgeranyl transferase type I subunit beta (EC 2.5.1.59) (Geranylgeranyl transferase type-1 subunit beta),PGGT1B AWC38_SpisGene617,Stylophora pistillata (Smooth cauliflower coral),CAAX-protein geranylgeranyltransferase complex [GO:0005953]; CAAX-protein geranylgeranyltransferase activity [GO:0004662]; protein geranylgeranylation [GO:0018344],GO:0004662; GO:0005953; GO:0018344,A0A2B4T194,A0A2B4T194
Spis_Protein5116,A0A2B4T1A4,AWC38_SpisGene565,THAP-type domain-containing protein,A0A2B4T1A4,A0A2B4T1A4_STYPI,unreviewed,THAP-type domain-containing protein,AWC38_SpisGene565,Stylophora pistillata (Smooth cauliflower coral),"DNA binding [GO:0003677]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]",GO:0003677; GO:0004553,A0A2B4T1A4,A0A2B4T1A4
Spis_Protein5117,A0A2B4T1B0,RPGR,X-linked retinitis pigmentosa GTPase regulator,A0A2B4T1B0,A0A2B4T1B0_STYPI,unreviewed,X-linked retinitis pigmentosa GTPase regulator,RPGR AWC38_SpisGene421,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4T1B0,A0A2B4T1B0
Spis_Protein5118,A0A2B4T1C1,GSTO1,Glutathione S-transferase omega-1,A0A2B4T1C1,A0A2B4T1C1_STYPI,unreviewed,Glutathione S-transferase omega-1,GSTO1 AWC38_SpisGene543,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; glutathione transferase activity [GO:0004364]; oxidoreductase activity [GO:0016491],GO:0004364; GO:0005737; GO:0016491,A0A2B4T1C1,A0A2B4T1C1
Spis_Protein5119,A0A2B4T1C4,ATP5A1,ATP synthase subunit alpha,A0A2B4T1C4,A0A2B4T1C4_STYPI,unreviewed,ATP synthase subunit alpha,ATP5A1 AWC38_SpisGene615,Stylophora pistillata (Smooth cauliflower coral),"proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]",GO:0005524; GO:0045261; GO:0046933,A0A2B4T1C4,A0A2B4T1C4
Spis_Protein5120,A0A2B4T1C5,HMCN1,Hemicentin-1,A0A2B4T1C5,A0A2B4T1C5_STYPI,unreviewed,Hemicentin-1,HMCN1 AWC38_SpisGene549,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; nematocyst [GO:0042151]; toxin activity [GO:0090729],GO:0016021; GO:0042151; GO:0090729,A0A2B4T1C5,A0A2B4T1C5
Spis_Protein5121,A0A2B4T1D0,mex3b,RNA-binding protein MEX3B,A0A2B4T1D0,A0A2B4T1D0_STYPI,unreviewed,RNA-binding protein MEX3B,mex3b AWC38_SpisGene587,Stylophora pistillata (Smooth cauliflower coral),metal ion binding [GO:0046872]; RNA binding [GO:0003723],GO:0003723; GO:0046872,A0A2B4T1D0,A0A2B4T1D0
Spis_Protein5122,A0A2B4T1D4,PPIB,Peptidyl-prolyl cis-trans isomerase,A0A2B4T1D4,A0A2B4T1D4_STYPI,unreviewed,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8),PPIB AWC38_SpisGene569,Stylophora pistillata (Smooth cauliflower coral),peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457],GO:0003755; GO:0006457,A0A2B4T1D4,A0A2B4T1D4
Spis_Protein5123,A0A2B4T1D9,chonabc,Chondroitin sulfate ABC exolyase,A0A2B4T1D9,A0A2B4T1D9_STYPI,unreviewed,Chondroitin sulfate ABC exolyase,chonabc AWC38_SpisGene637,Stylophora pistillata (Smooth cauliflower coral),extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chondroitin ABC lyase activity [GO:0047486]; carbohydrate metabolic process [GO:0005975]; glycosaminoglycan catabolic process [GO:0006027],GO:0005576; GO:0005975; GO:0006027; GO:0030246; GO:0047486,A0A2B4T1D9,A0A2B4T1D9
Spis_Protein5124,A0A2B4T1E5,Syncrip,Heterogeneous nuclear ribonucleoprotein Q,A0A2B4T1E5,A0A2B4T1E5_STYPI,unreviewed,Heterogeneous nuclear ribonucleoprotein Q,Syncrip AWC38_SpisGene538,Stylophora pistillata (Smooth cauliflower coral),viral nucleocapsid [GO:0019013]; RNA binding [GO:0003723],GO:0003723; GO:0019013,A0A2B4T1E5,A0A2B4T1E5
Spis_Protein5125,A0A2B4T1G3,Fibp,Acidic fibroblast growth factor intracellular-binding protein,A0A2B4T1G3,A0A2B4T1G3_STYPI,unreviewed,Acidic fibroblast growth factor intracellular-binding protein,Fibp AWC38_SpisGene238,Stylophora pistillata (Smooth cauliflower coral),fibroblast growth factor binding [GO:0017134],GO:0017134,A0A2B4T1G3,A0A2B4T1G3
